device_name,n_benign_train,n_benign_test,n_attack_test,benign_fpr,attack_recall,benign_score_mean,benign_score_std,attack_score_mean,attack_score_std
Danmini_Doorbell,3500,1500,50000,0.09133333333333334,1.0,0.08837275762382865,0.0704849522948968,-0.17898838526462965,0.018615018960498234
Ecobee_Thermostat,3500,1500,50000,0.08066666666666666,1.0,0.07835595776290913,0.054544447004464244,-0.13515521749235979,0.0421701673437562
Ennio_Doorbell,3500,1500,25000,0.08666666666666667,0.99988,0.10308093100023037,0.0741378826471406,-0.06893369189179577,0.05586933679289697
Philips_B120N10_Baby_Monitor,3500,1500,50000,0.036,0.8,0.14366363118595107,0.07213122958583962,-0.095612820704445,0.08579834099129176
Provision_PT_737E_Security_Camera,3500,1500,50000,0.272,0.80016,0.07699621111598805,0.08994965710594463,-0.07884233202724962,0.08001654988073714
Provision_PT_838_Security_Camera,3500,1500,50000,0.236,0.79906,0.07495076627774169,0.07499887636096271,-0.0616619166943239,0.06954370742391032
Samsung_SNH_1011_N_Webcam,3500,1500,25000,0.058666666666666666,1.0,0.1064694334747031,0.06436172013627744,-0.10874930233464558,0.044850598257177555
SimpleHome_XCS7_1002_WHT_Security_Camera,3500,1500,50000,0.11133333333333334,0.99986,0.10942292614452155,0.08362345328138027,-0.12318953947419062,0.062555057717733
SimpleHome_XCS7_1003_WHT_Security_Camera,3500,1500,50000,0.078,1.0,0.12716651813218074,0.08682031650815922,-0.15976396509509883,0.04837672348578845
